classe_real,arquivo,predito,score_vencedor,93000005_Meio_das_Asas_Congelado,93000006_Coxinhas_das_Asas_Congelado,93000025_File_de_Peito_Congelado,93000064_Coracao,93000068_Moela_Congelada,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,93000106_Coxas_e_Sobrecoxas_Congelado
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_40_27.403842.jpg,93000025_File_de_Peito_Congelado,0.2411,0.0147,0.0,0.2411,0.0,0.0649,0.013,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_40_35.667634.jpg,93000025_File_de_Peito_Congelado,0.2054,0.0147,0.0248,0.2054,0.0,0.039,0.0325,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_41_03.629772 - Copia.jpg,93000025_File_de_Peito_Congelado,0.1696,0.0245,0.0,0.1696,0.0,0.026,0.0097,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_41_03.629772.jpg,93000025_File_de_Peito_Congelado,0.1696,0.0245,0.0,0.1696,0.0,0.0,0.0097,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_42_01.251018.jpg,93000025_File_de_Peito_Congelado,0.7679,0.0196,0.0,0.7679,0.0,0.0649,0.026,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_42_42.873323.jpg,93000025_File_de_Peito_Congelado,0.3036,0.0196,0.0,0.3036,0.0,0.0909,0.0325,0.0096
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_42_48.575711.jpg,93000025_File_de_Peito_Congelado,0.1786,0.0147,0.0,0.1786,0.0,0.039,0.0325,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_43_11.371179.jpg,93000025_File_de_Peito_Congelado,0.2411,0.0245,0.0,0.2411,0.0,0.039,0.0227,0.0144
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_43_25.932882.jpg,93000025_File_de_Peito_Congelado,0.125,0.0196,0.0,0.125,0.0,0.0,0.0195,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_43_34.937189.jpg,93000025_File_de_Peito_Congelado,0.1696,0.0294,0.0,0.1696,0.0,0.0519,0.0649,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_43_55.461740.jpg,93000025_File_de_Peito_Congelado,0.1786,0.0294,0.0,0.1786,0.0,0.0649,0.0195,0.0144
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_45_59.468535.jpg,93000025_File_de_Peito_Congelado,0.1429,0.0245,0.0,0.1429,0.0,0.0909,0.013,0.0192
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_46_07.067203.jpg,93000025_File_de_Peito_Congelado,0.2143,0.0147,0.0,0.2143,0.0,0.039,0.0422,0.0144
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_46_19.298342.jpg,93000025_File_de_Peito_Congelado,0.1607,0.0245,0.0,0.1607,0.0,0.039,0.0195,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_46_39.033109.jpg,93000025_File_de_Peito_Congelado,0.0893,0.0,0.0,0.0893,0.0,0.039,0.0,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_46_49.426479.jpg,93000025_File_de_Peito_Congelado,0.1518,0.0147,0.0,0.1518,0.0,0.039,0.0325,0.0096
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_47_33.016672.jpg,93000025_File_de_Peito_Congelado,0.1429,0.0147,0.0,0.1429,0.0,0.0779,0.0195,0.0
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_47_47.682052.jpg,93000025_File_de_Peito_Congelado,0.1339,0.0196,0.0,0.1339,0.0,0.0779,0.0292,0.0144
93000025_File_de_Peito_Congelado,TesteTempoPosicao2024-11-11 12_47_58.779157.jpg,93000025_File_de_Peito_Congelado,0.1786,0.0245,0.0,0.1786,0.0,0.039,0.0292,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 13_45_06.254276.jpg,93000064_Coracao,0.2099,0.0,0.0373,0.0,0.2099,0.0,0.0,0.0144
93000064_Coracao,TesteTempoPosicao2025-02-19 13_45_11.888158.jpg,93000064_Coracao,0.1975,0.0245,0.0248,0.0,0.1975,0.0,0.0065,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 13_45_47.013093.jpg,93000064_Coracao,0.1111,0.0,0.0,0.0446,0.1111,0.039,0.013,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 13_47_01.899586.jpg,93000064_Coracao,0.0864,0.0,0.0,0.0,0.0864,0.0,0.0162,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 13_47_11.962591.jpg,93000064_Coracao,0.1975,0.0098,0.0248,0.0,0.1975,0.0,0.0097,0.0144
93000064_Coracao,TesteTempoPosicao2025-02-19 13_47_15.695242.jpg,93000064_Coracao,0.1605,0.0147,0.0559,0.0,0.1605,0.0,0.013,0.0288
93000064_Coracao,TesteTempoPosicao2025-02-19 13_47_37.224426.jpg,93000064_Coracao,0.2469,0.0196,0.0497,0.0268,0.2469,0.039,0.0162,0.0337
93000064_Coracao,TesteTempoPosicao2025-02-19 13_48_11.950748.jpg,93000064_Coracao,0.2346,0.0147,0.0248,0.0,0.2346,0.0,0.013,0.0288
93000064_Coracao,TesteTempoPosicao2025-02-19 13_48_44.544315.jpg,93000064_Coracao,0.1605,0.0,0.0,0.0179,0.1605,0.026,0.013,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 13_49_42.465748.jpg,93000064_Coracao,0.1235,0.0098,0.0311,0.0,0.1235,0.039,0.013,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 13_49_50.830604.jpg,93000064_Coracao,0.2346,0.0147,0.0248,0.0,0.2346,0.0,0.013,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 13_49_52.730517.jpg,93000064_Coracao,0.1852,0.0,0.0311,0.0,0.1852,0.0,0.013,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 13_53_29.220529.jpg,93000064_Coracao,0.1728,0.0147,0.0311,0.0,0.1728,0.0,0.0097,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 13_53_31.120128.jpg,93000064_Coracao,0.1358,0.0098,0.0,0.0,0.1358,0.0,0.0162,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 13_53_33.119523.jpg,93000064_Coracao,0.1235,0.0,0.0186,0.0,0.1235,0.0,0.0097,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 13_53_56.248692.jpg,93000064_Coracao,0.2222,0.0196,0.0311,0.0268,0.2222,0.0,0.0195,0.0144
93000064_Coracao,TesteTempoPosicao2025-02-19 13_54_15.811034.jpg,93000064_Coracao,0.2222,0.0,0.0248,0.0268,0.2222,0.039,0.0097,0.0288
93000064_Coracao,TesteTempoPosicao2025-02-19 13_54_35.473886.jpg,93000064_Coracao,0.1852,0.0,0.0248,0.0,0.1852,0.0,0.013,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 13_55_12.200131.jpg,93000064_Coracao,0.2469,0.0098,0.0,0.0,0.2469,0.0,0.013,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 13_55_26.529727.jpg,93000064_Coracao,0.1358,0.0147,0.0,0.0,0.1358,0.0519,0.0097,0.0
93000064_Coracao,TesteTempoPosicao2025-02-19 13_56_31.583896.jpg,93000064_Coracao,0.1852,0.0196,0.0373,0.0,0.1852,0.0,0.013,0.0144
93000064_Coracao,TesteTempoPosicao2025-02-19 13_56_51.546239.jpg,93000064_Coracao,0.1852,0.0147,0.0,0.0,0.1852,0.0,0.0097,0.0
93000064_Coracao,TesteTempoPosicao2025-02-19 13_57_33.371411.jpg,93000064_Coracao,0.0864,0.0098,0.0,0.0,0.0864,0.0,0.0162,0.0096
93000064_Coracao,TesteTempoPosicao2025-02-19 13_57_35.337513.jpg,93000064_Coracao,0.1975,0.0147,0.0248,0.0,0.1975,0.0,0.013,0.0337
93000064_Coracao,TesteTempoPosicao2025-02-19 13_57_40.604789.jpg,93000064_Coracao,0.2716,0.0196,0.0248,0.0,0.2716,0.0,0.0065,0.0337
93000064_Coracao,TesteTempoPosicao2025-02-19 13_57_59.567255.jpg,93000064_Coracao,0.1852,0.0196,0.0,0.0,0.1852,0.039,0.013,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 13_58_20.363100.jpg,93000064_Coracao,0.2099,0.0147,0.0248,0.0,0.2099,0.0,0.0097,0.0144
93000064_Coracao,TesteTempoPosicao2025-02-19 13_58_40.757610.jpg,93000064_Coracao,0.2346,0.0294,0.0311,0.0268,0.2346,0.0,0.0097,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 13_59_23.915739.jpg,93000064_Coracao,0.2593,0.0147,0.0373,0.0,0.2593,0.0,0.0162,0.0288
93000064_Coracao,TesteTempoPosicao2025-02-19 13_59_25.782262.jpg,93000064_Coracao,0.1728,0.0,0.0,0.0179,0.1728,0.0,0.013,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 14_00_07.075198.jpg,93000064_Coracao,0.1975,0.0147,0.0,0.0,0.1975,0.0,0.013,0.0288
93000064_Coracao,TesteTempoPosicao2025-02-19 14_00_27.236535.jpg,93000064_Coracao,0.2593,0.0147,0.0248,0.0,0.2593,0.0,0.0097,0.0288
93000064_Coracao,TesteTempoPosicao2025-02-19 14_00_30.502563.jpg,93000064_Coracao,0.2469,0.0,0.0435,0.0,0.2469,0.0,0.0097,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 14_01_50.886393.jpg,93000064_Coracao,0.1728,0.0196,0.0248,0.0357,0.1728,0.026,0.0195,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 14_01_53.319103.jpg,93000064_Coracao,0.1975,0.0147,0.0248,0.0,0.1975,0.0,0.0097,0.0144
93000064_Coracao,TesteTempoPosicao2025-02-19 14_02_14.981095.jpg,93000064_Coracao,0.2222,0.0,0.0248,0.0357,0.2222,0.026,0.013,0.0144
93000064_Coracao,TesteTempoPosicao2025-02-19 14_02_36.610353.jpg,93000064_Coracao,0.2469,0.0147,0.0,0.0,0.2469,0.026,0.0162,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 14_02_57.973078.jpg,93000064_Coracao,0.2716,0.0147,0.0,0.0268,0.2716,0.0,0.0162,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 14_03_44.198125.jpg,93000064_Coracao,0.1111,0.0147,0.0186,0.0,0.1111,0.0,0.0097,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 14_04_01.526993.jpg,93000064_Coracao,0.2469,0.0,0.0,0.0,0.2469,0.0,0.0097,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 14_04_03.426530.jpg,93000064_Coracao,0.1728,0.0147,0.0248,0.0,0.1728,0.0,0.0195,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 14_04_24.022660.jpg,93000064_Coracao,0.2593,0.0098,0.0124,0.0,0.2593,0.0,0.0097,0.024
93000064_Coracao,TesteTempoPosicao2025-02-19 14_04_46.784931.jpg,93000064_Coracao,0.1605,0.0147,0.0186,0.0,0.1605,0.0,0.013,0.0144
93000064_Coracao,TesteTempoPosicao2025-02-19 14_05_37.340729.jpg,93000064_Coracao,0.2346,0.0147,0.0311,0.0,0.2346,0.0649,0.013,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 14_05_39.240415.jpg,93000064_Coracao,0.2346,0.0147,0.0124,0.0,0.2346,0.0,0.0195,0.0337
93000064_Coracao,TesteTempoPosicao2025-02-19 14_06_08.534236.jpg,93000064_Coracao,0.1235,0.0,0.0,0.0,0.1235,0.0,0.0097,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 14_06_33.162790.jpg,93000064_Coracao,0.2099,0.0098,0.0311,0.0,0.2099,0.0,0.013,0.0192
93000064_Coracao,TesteTempoPosicao2025-02-19 14_07_06.922789.jpg,93000064_Coracao,0.2469,0.0147,0.0,0.0,0.2469,0.0519,0.0097,0.0144
93000064_Coracao,TesteTempoPosicao2025-02-19 14_07_48.381430.jpg,93000064_Coracao,0.1235,0.0,0.0248,0.0,0.1235,0.0,0.0097,0.0096
93000064_Coracao,TesteTempoPosicao2025-02-19 14_08_11.476730.jpg,93000064_Coracao,0.1975,0.0,0.0373,0.0,0.1975,0.0,0.0195,0.0385
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_40_55.051448.jpg,93000068_Moela_Congelada,0.0909,0.0196,0.0,0.0,0.0247,0.0909,0.0162,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_41_24.779015.jpg,93000068_Moela_Congelada,0.1039,0.0147,0.0,0.0268,0.0,0.1039,0.013,0.024
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_41_47.774417.jpg,93000068_Moela_Congelada,0.2078,0.0294,0.0,0.0,0.037,0.2078,0.013,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_42_13.002299.jpg,93000068_Moela_Congelada,0.0909,0.0196,0.0,0.0,0.0,0.0909,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_42_34.397494.jpg,93000068_Moela_Congelada,0.2727,0.0196,0.0,0.0357,0.0617,0.2727,0.0097,0.024
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_43_06.158516.jpg,93000068_Moela_Congelada,0.2078,0.0343,0.0186,0.0,0.037,0.2078,0.0162,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_43_30.653853.jpg,93000068_Moela_Congelada,0.1818,0.0147,0.0,0.0,0.0,0.1818,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_44_09.912487.jpg,93000068_Moela_Congelada,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_44_32.042378.jpg,93000068_Moela_Congelada,0.1818,0.0,0.0,0.0,0.0,0.1818,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_44_55.135306.jpg,93000068_Moela_Congelada,0.1558,0.0147,0.0,0.0,0.0617,0.1558,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_45_18.797328.jpg,93000068_Moela_Congelada,0.1429,0.0196,0.0,0.0,0.0,0.1429,0.0,0.0144
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_45_40.426225.jpg,93000068_Moela_Congelada,0.1299,0.0,0.0,0.0,0.0,0.1299,0.0065,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_46_07.922336.jpg,93000068_Moela_Congelada,0.1948,0.0245,0.0,0.0357,0.0,0.1948,0.0,0.0192
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_46_53.313342.jpg,93000068_Moela_Congelada,0.1948,0.0294,0.0,0.0,0.0,0.1948,0.0162,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_47_17.708351.jpg,93000068_Moela_Congelada,0.1039,0.0294,0.0,0.0357,0.0,0.1039,0.013,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_53_01.637991.jpg,93000068_Moela_Congelada,0.1429,0.0392,0.0,0.0,0.0,0.1429,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_53_30.366952.jpg,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_53_58.093529.jpg,93000068_Moela_Congelada,0.1948,0.0245,0.0,0.0268,0.0,0.1948,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_54_19.423228.jpg,93000068_Moela_Congelada,0.2727,0.0343,0.0,0.0268,0.037,0.2727,0.0065,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_54_46.250588.jpg,93000068_Moela_Congelada,0.1558,0.0196,0.0,0.0,0.0247,0.1558,0.013,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_55_04.613071.jpg,93000068_Moela_Congelada,0.1688,0.0196,0.0,0.0446,0.0,0.1688,0.0097,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_55_31.641594.jpg,93000068_Moela_Congelada,0.1558,0.0245,0.0,0.0,0.037,0.1558,0.0,0.0144
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_55_54.605434.jpg,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_56_41.495951.jpg,unknown,0.0519,0.0,0.0,0.0,0.037,0.0519,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_57_11.554230.jpg,93000068_Moela_Congelada,0.1169,0.0,0.0,0.0,0.0,0.1169,0.0097,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_58_48.469178.jpg,93000068_Moela_Congelada,0.1558,0.0196,0.0,0.0,0.0,0.1558,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_59_24.927967.jpg,93000068_Moela_Congelada,0.2468,0.0392,0.0,0.0446,0.0494,0.2468,0.0195,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 12_59_53.555819.jpg,93000068_Moela_Congelada,0.1169,0.0196,0.0,0.0,0.0494,0.1169,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_01_01.142412.jpg,93000068_Moela_Congelada,0.1558,0.0196,0.0,0.0,0.0617,0.1558,0.0162,0.0192
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_01_35.202082.jpg,93000068_Moela_Congelada,0.1688,0.0147,0.0,0.0536,0.037,0.1688,0.013,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_02_09.828077.jpg,93000068_Moela_Congelada,0.1299,0.0,0.0,0.0,0.0,0.1299,0.0097,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_02_44.556317.jpg,93000068_Moela_Congelada,0.1039,0.0,0.0,0.0446,0.0,0.1039,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_04_42.697488.jpg,93000068_Moela_Congelada,0.1169,0.0,0.0,0.0,0.0494,0.1169,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_05_06.394558.jpg,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_05_55.049995.jpg,unknown,0.0779,0.0,0.0,0.0,0.0,0.0779,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_06_25.678764.jpg,93000068_Moela_Congelada,0.1299,0.0245,0.0,0.0,0.0494,0.1299,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_07_06.335812.jpg,93000068_Moela_Congelada,0.2597,0.0245,0.0248,0.0357,0.037,0.2597,0.0162,0.0288
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_07_49.627168.jpg,93000068_Moela_Congelada,0.2338,0.0294,0.0,0.0,0.0,0.2338,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_08_29.285892.jpg,93000068_Moela_Congelada,0.1818,0.0196,0.0,0.0,0.0,0.1818,0.013,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_08_50.483202.jpg,93000068_Moela_Congelada,0.2468,0.0343,0.0,0.0268,0.0617,0.2468,0.013,0.0144
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_09_45.372313.jpg,93000068_Moela_Congelada,0.1169,0.0147,0.0,0.0,0.0,0.1169,0.0,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_10_26.195898.jpg,93000068_Moela_Congelada,0.2078,0.0343,0.0,0.0357,0.0,0.2078,0.0195,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_10_39.026525.jpg,93000068_Moela_Congelada,0.1818,0.0147,0.0,0.0,0.0,0.1818,0.013,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_11_03.987889.jpg,93000068_Moela_Congelada,0.1688,0.0294,0.0,0.0536,0.0,0.1688,0.013,0.024
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_11_25.785110.jpg,93000068_Moela_Congelada,0.2208,0.0245,0.0,0.0357,0.0,0.2208,0.0162,0.0
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_12_22.072449.jpg,93000068_Moela_Congelada,0.2468,0.0294,0.0,0.0,0.0494,0.2468,0.0162,0.0144
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_13_37.625523.jpg,93000068_Moela_Congelada,0.3117,0.0343,0.0,0.0536,0.037,0.3117,0.013,0.0144
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_14_31.748557.jpg,93000068_Moela_Congelada,0.1558,0.0196,0.0,0.0357,0.0,0.1558,0.0,0.0144
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_15_15.739726.jpg,93000068_Moela_Congelada,0.2857,0.0245,0.0,0.0446,0.0494,0.2857,0.0162,0.0144
93000068_Moela_Congelada,TesteTempoPosicao2025-02-07 13_16_17.926803.jpg,93000068_Moela_Congelada,0.2857,0.0245,0.0186,0.0446,0.0,0.2857,0.0,0.0
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_03_11.511522.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0974,0.0196,0.0311,0.0536,0.037,0.039,0.0974,0.0433
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_06_16.707636.jpg,93000025_File_de_Peito_Congelado,0.125,0.0147,0.0311,0.125,0.0617,0.0519,0.0649,0.0337
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_06_40.036808.jpg,unknown,0.0536,0.0098,0.0311,0.0536,0.0,0.0,0.0455,0.0144
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_07_21.928449.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0942,0.0196,0.0186,0.0893,0.0494,0.0519,0.0942,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_07_53.488643.jpg,unknown,0.0617,0.0196,0.0186,0.0536,0.0494,0.026,0.0617,0.024
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_08_23.582620.jpg,unknown,0.0682,0.0294,0.0497,0.0357,0.0494,0.0519,0.0682,0.0288
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_08_39.745280.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0942,0.0245,0.0311,0.0625,0.037,0.039,0.0942,0.0577
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_09_15.839959.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.75,0.0294,0.0248,0.0625,0.0494,0.0519,0.75,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_09_40.335159.jpg,93000064_Coracao,0.0864,0.0196,0.0186,0.0446,0.0864,0.0519,0.0844,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_10_05.195852.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.1558,0.0245,0.0248,0.0893,0.0494,0.039,0.1558,0.0721
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_10_49.953415.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.1006,0.0147,0.0435,0.0714,0.0617,0.0,0.1006,0.0625
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_12_01.206854.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0812,0.0245,0.0186,0.0536,0.0,0.039,0.0812,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_12_49.297342.jpg,unknown,0.0714,0.0343,0.0248,0.0536,0.0,0.0519,0.0714,0.0337
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_13_23.722100.jpg,unknown,0.0779,0.0245,0.0186,0.0625,0.0,0.039,0.0779,0.0337
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_14_00.948122.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.1071,0.0392,0.0186,0.0536,0.0,0.026,0.1071,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_14_32.743576.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0877,0.0196,0.0311,0.0714,0.037,0.0519,0.0877,0.0529
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_15_07.103055.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.1656,0.0245,0.0248,0.0446,0.0494,0.0519,0.1656,0.0625
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_15_34.562508.jpg,93000025_File_de_Peito_Congelado,0.0804,0.0196,0.0186,0.0804,0.0741,0.0,0.0487,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_15_53.725217.jpg,unknown,0.0617,0.0147,0.0,0.0536,0.0,0.039,0.0617,0.024
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_16_21.053220.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0877,0.0147,0.0,0.0446,0.0,0.039,0.0877,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_16_48.214788.jpg,93000025_File_de_Peito_Congelado,0.0893,0.0343,0.0435,0.0893,0.037,0.039,0.0649,0.0337
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_18_07.564044.jpg,unknown,0.0455,0.0147,0.0311,0.0357,0.037,0.0,0.0455,0.024
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_18_25.262115.jpg,unknown,0.0433,0.0196,0.0186,0.0268,0.0,0.0,0.039,0.0433
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_18_45.025950.jpg,unknown,0.0682,0.0196,0.0186,0.0357,0.0617,0.0649,0.0682,0.024
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_19_21.152170.jpg,unknown,0.0617,0.0,0.0186,0.0,0.0,0.0,0.0617,0.0433
